vote_average
8.2
8.047
0.0
8.4
8.0
6.7
6.5
6.5
5.9
7.1
7.1
8.8
6.0
6.1
8.0
6.6
5.9
7.8
7.469
7.912
7.1
6.2
7.5
7.5
7.6
5.0
5.8
7.4
7.086
6.2
5.5
7.911
7.1
7.4
7.5
8.0
7.8
8.1
8.2
0.0
8.0
6.561
0.0
6.6
7.0
0.0
7.6
0.0
6.3
7.071
7.1
4.2
8.106
7.8
8.461
4.5
8.0
6.0
5.4
8.3
6.9
7.1
6.5
7.1
6.4
8.223
6.8
8.5
7.7
7.4
3.6
5.2
7.0
7.9
6.4
2.0
9.0
0.0
4.9
7.9
5.7
4.1
8.4
6.5
4.7
6.5
8.2
6.7
4.8
5.3
7.8
8.0
7.7
7.6
7.867
7.8
6.2
8.4
8.2
7.1
7.78
7.1
7.7
5.0
0.0
8.7
5.9
5.9
7.7
0.0
6.7
9.0
7.4
4.6
7.946
5.4
6.6
6.3
8.3
7.5
7.2
7.5
8.5
8.1
7.8
8.0
8.778
8.0
8.028
7.4
7.678
5.2
6.9
7.7
7.3
6.75
6.0
7.5
0.0
6.6
10.0
6.9
6.765
6.5
7.663
8.37
9.0
5.8
8.9
0.0
4.8
8.1
6.7
10.0
7.1
7.5
7.2
6.5
7.3
6.0
0.0
8.5
7.4
8.2
6.0
6.9
7.6
7.1
6.2
0.0
6.1
7.6
4.3
5.0
8.0
6.5
8.226
7.0
10.0
7.5
8.147
5.0
7.0
7.5
8.0
7.0
7.4
7.407
7.6
6.9
7.4
7.5
8.2
0.0
5.0
8.0
7.0
7.3
7.1
7.1
9.1
6.8
8.2
6.442
4.5
6.6
6.3
6.995
6.3
5.2
9.3
6.9
6.0
7.4
5.3
5.2
7.0
7.7
6.0
5.8
7.8
7.4
0.0
7.6
6.0
0.0
7.8
8.1
7.0
7.0
7.607
7.8
6.2
8.0
8.249
7.5
7.6
5.2
7.6
8.0
8.0
7.2
7.3
7.9
5.9
8.08
7.5
5.9
7.3
7.971
8.3
7.5
10.0
0.0
7.0
6.7
9.2
7.656
6.4
7.1
8.0
0.0
7.1
6.8
8.1
9.3
7.0
7.2
7.4
6.25
7.9
7.8
7.346
5.7
6.6
7.932
7.1
7.675
6.9
7.0
0.0
8.1
7.6
7.3
0.0
0.0
7.0
8.247
7.0
0.0
6.0
8.451
5.7
0.0
10.0
7.9
7.1
6.5
8.195
7.0
9.3
5.903
6.2
7.4
7.7
3.0
8.0
7.9
8.4
7.194
7.3
0.0
7.9
0.0
0.0
8.0
6.0
7.9
8.466
6.7
7.6
7.6
7.5
6.7
8.7
7.2
10.0
7.2
7.1
7.1
5.5
6.2
9.0
6.7
6.8
7.5
8.513
6.9
10.0
8.105
7.3
3.8
6.3
10.0
7.522
8.1
7.2
6.0
5.0
5.9
6.8
6.7
6.2
6.0
7.7
9.0
6.9
6.4
2.0
8.3
6.5
8.151
8.6
6.5
6.9
7.9
8.3
0.0
7.8
7.823
0.0
6.3
6.3
7.6
8.231
5.5
7.0
7.2
0.0
3.8
6.1
5.0
7.6
7.6
7.5
7.0
7.521
6.7
7.389
8.538
9.2
4.0
5.3
1.5
7.946
7.4
4.0
6.3
6.7
7.9
7.3
7.2
0.0
6.2
6.8
8.2
6.0
8.0
4.7
6.4
6.4
6.9
0.0
7.8
6.383
8.0
7.214
7.6
7.0
8.5
5.8
7.0
7.7
7.1
5.8
3.0
4.8
8.909
7.7
7.1
8.448
5.154
8.421
5.9
7.4
7.6
0.0
6.798
7.5
6.7
7.142
7.2
4.5
6.6
6.8
8.464
6.0
4.5
7.6
8.057
5.6
8.0
7.4
8.0
7.5
7.41
8.6
0.0
6.0
7.4
7.8
7.4
7.7
7.5
5.6
6.8
7.6
1.2
8.2
7.3
7.5
5.1
9.2
6.7
0.0
8.4
7.3
7.0
5.0
7.7
7.7
8.0
7.3
7.674
5.8
7.1
6.4
6.4
9.5
6.7
7.0
5.8
7.1
8.3
8.0
6.8
6.2
6.8
8.4
8.0
7.3
5.8
6.9
7.6
4.5
7.2
8.7
6.4
8.028
8.07
7.2
7.8
7.2
7.1
7.3
7.9
8.612
7.2
7.522
7.9
0.0
7.4
5.0
7.8
7.7
7.0
10.0
4.7
8.398
7.7
5.6
7.3
6.3
7.8
8.185
7.2
6.7
5.391
7.7
7.6
7.4
4.5
6.9
7.7
6.9
5.0
5.0
7.003
5.3
6.5
7.0
7.2
8.4
4.4
7.641
6.0
8.5
6.7
6.7
5.6
5.8
6.7
8.7
0.0
8.1
0.0
6.5
7.8
7.7
7.8
8.0
3.4
7.2
8.2
8.251
0.0
7.5
6.9
8.3
3.0
0.0
7.9
5.4
8.3
8.0
7.138
9.0
5.0
6.8
8.5
6.8
5.2
8.0
6.9
7.4
6.3
7.8
8.2
7.563
8.225
7.3
9.3
6.1
7.0
7.4
8.2
7.721
7.474
7.9
7.0
8.9
8.0
6.925
7.8
4.4
7.48
8.463
6.5
5.3
7.9
0.0
5.8
7.9
4.2
5.2
7.6
8.0
6.7
2.0
10.0
5.9
8.0
7.9
7.2
6.5
7.9
7.7
7.5
6.69
7.3
8.1
7.0
6.1
7.05
6.0
8.65
9.0
6.6
8.2
0.0
9.0
6.5
6.7
0.0
7.349
7.7
8.373
7.7
7.1
9.0
0.0
6.7
7.424
7.1
6.321
0.0
6.551
7.6
7.8
6.8
6.3
8.5
5.5
6.3
8.404
6.9
7.835
6.0
7.9
7.2
8.4
5.8
7.7
8.0
7.6
7.2
8.0
0.0
5.0
6.7
6.9
8.7
9.0
6.7
7.4
4.3
7.9
7.4
5.0
0.0
7.2
6.0
10.0
7.5
7.6
4.0
8.4
7.1
0.0
5.2
5.8
5.5
5.6
6.3
7.2
7.7
7.8
0.0
6.8
5.9
7.9
0.0
5.5
8.0
8.6
7.8
7.2
7.1
5.5
7.3
7.2
10.0
6.8
8.1
9.7
7.5
6.5
4.6
6.3
5.5
7.4
9.3
4.1
7.7
6.0
8.0
7.2
6.1
0.0
5.5
7.032
8.0
6.9
8.2
6.0
9.017
7.2
8.0
8.02
9.3
8.019
0.0
7.467
3.8
8.5
0.0
10.0
9.0
7.0
8.0
8.4
7.864
8.043
7.3
8.0
0.0
7.0
6.1
8.036
7.88
5.6
6.839
9.0
7.9
7.158
6.5
7.7
6.933
6.0
7.1
6.0
2.0
6.0
6.984
5.7
8.038
0.0
7.3
6.7
0.0
7.2
7.4
7.4
8.0
6.6
7.75
7.0
7.5
0.0
6.9
5.8
8.0
8.5
7.1
7.6
7.5
8.44
6.1
7.687
6.4
7.4
7.5
6.942
7.0
0.0
6.1
7.8
8.7
7.7
6.3
7.4
0.0
4.7
0.0
5.1
0.0
7.3
10.0
8.6
7.3
6.8
6.2
7.749
6.0
8.18
7.5
8.0
6.1
7.655
5.9
0.0
6.6
7.1
8.2
6.9
8.1
7.3
8.5
6.4
7.0
0.0
6.8
0.0
6.7
5.6
5.3
7.7
8.003
6.3
7.9
7.4
6.7
8.9
7.2
8.5
7.605
7.2
7.9
6.5
6.0
7.4
7.0
2.0
7.6
7.7
6.7
6.5
6.5
7.791
6.8
7.0
6.9
0.0
7.5
5.9
7.9
6.75
7.0
7.0
8.285
8.4
7.7
10.0
7.3
7.0
7.5
7.3
9.0
7.6
7.9
0.0
7.0
10.0
6.2
7.8
7.0
7.9
8.281
6.9
8.7
5.8
7.2
7.869
6.7
7.9
5.9
7.7
6.2
5.8
8.8
0.0
6.8
7.2
7.5
8.2
9.0
7.0
7.1
7.8
7.3
7.0
6.0
8.6
8.3
8.0
5.8
6.1
7.705
4.8
0.0
0.0
7.4
0.0
9.0
6.1
7.0
6.7
6.7
4.2
4.2
7.8
8.142
0.0
6.992
8.2
0.0
3.0
7.476
8.333
0.0
7.9
7.8
6.5
7.8
6.3
5.1
7.0
7.3
7.0
7.0
5.0
7.6
10.0
7.7
4.5
3.5
7.9
6.3
0.0
7.356
6.2
6.6
8.0
8.203
6.0
8.25
7.6
8.0
5.7
6.8
5.5
8.0
5.5
7.9
7.968
7.5
6.2
8.2
6.3
8.471
7.0
7.2
8.0
5.3
4.0
0.0
5.0
8.0
0.0
7.1
8.2
0.0
6.1
8.0
7.1
4.9
6.9
7.2
5.7
8.566
6.0
7.1
6.738
5.5
7.9
10.0
9.3
7.8
10.0
8.156
7.8
7.776
7.3
4.2
6.8
0.0
6.2
0.0
0.0
7.8
6.1
0.0
7.988
5.6
8.1
7.263
7.1
0.0
1.0
7.0
6.6
6.7
7.1
6.4
0.0
5.2
6.6
7.3
7.0
5.2
7.692
7.4
5.8
7.3
8.0
7.8
8.016
0.0
10.0
6.3
6.7
7.1
4.4
6.5
6.5
0.0
6.5
9.8
8.1
7.5
8.0
3.2
7.3
0.0
5.2
6.0
10.0
10.0
8.1
7.9
3.6
8.3
4.0
8.3
6.0
6.9
4.2
0.0
10.0
6.0
7.7
7.25
7.3
8.7
7.8
7.3
6.8
0.0
6.8
0.0
5.6
6.0
7.9
6.8
7.5
7.5
10.0
6.4
7.8
6.6
7.2
0.0
0.0
6.6
7.0
8.6
8.2
7.0
0.0
8.7
7.2
7.4
6.4
6.2
7.6
7.0
5.0
7.1
6.5
8.6
5.0
0.0
6.3
8.281
7.5
5.0
4.5
7.268
7.6
5.2
7.2
7.5
4.6
0.0
7.3
6.7
8.25
4.0
5.7
7.5
7.4
7.0
0.0
5.7
0.0
7.3
8.089
7.6
6.0
7.5
8.5
5.3
7.3
0.0
8.117
7.3
6.6
7.9
7.0
9.0
6.6
7.076
3.8
5.0
7.2
6.0
7.59
6.4
5.0
8.259
7.7
4.1
7.3
7.6
8.2
7.2
7.1
6.2
7.6
7.7
7.5
6.3
7.6
8.036
5.0
7.3
7.6
0.0
8.6
6.0
7.5
8.4
6.8
7.5
6.746
8.2
6.6
7.5
6.4
7.7
7.2
6.6
7.0
7.1
8.544
6.1
5.0
7.5
7.683
6.9
7.6
6.5
8.0
8.249
7.1
7.7
6.5
6.0
6.7
7.8
4.0
8.2
7.0
7.2
5.2
5.0
7.1
7.5
7.1
6.4
6.7
7.467
3.7
7.565
7.8
6.0
7.4
6.2
9.0
7.5
6.6
7.0
10.0
8.3
7.4
0.0
0.0
8.0
7.605
0.0
6.9
7.2
7.0
6.3
7.9
6.9
8.1
7.1
5.8
6.5
6.8
5.7
8.6
6.1
0.0
5.0
4.7
6.0
7.7
7.7
7.76
7.974
6.8
6.785
8.2
6.1
1.0
7.0
6.5
10.0
2.0
5.0
6.1
9.7
6.0
5.4
7.7
4.0
6.6
3.7
8.0
7.5
5.0
7.4
7.969
6.8
7.1
7.6
8.5
10.0
5.6
7.276
8.0
6.7
7.0
8.0
7.8
0.0
8.408
7.1
7.1
0.0
8.153
0.0
7.6
6.5
6.6
0.0
4.0
7.127
8.0
7.349
6.8
9.0
7.825
9.063
6.8
5.5
6.7
0.0
4.7
8.4
1.0
7.573
7.4
7.4
8.1
7.459
7.292
7.8
7.886
7.1
7.0
9.0
8.6
6.5
8.4
0.0
7.1
8.088
6.5
7.4
6.05
7.792
7.562
8.099
0.0
7.122
8.2
8.5
6.352
6.6
7.3
3.1
3.8
5.7
8.462
8.4
7.5
4.0
0.0
0.0
7.0
1.0
7.1
7.9
6.0
7.9
6.7
8.592
5.0
7.6
7.1
0.0
0.0
7.876
6.9
8.282
6.9
8.0
7.4
8.327
6.9
7.4
5.0
6.5
8.0
7.0
8.1
5.8
6.3
9.5
7.5
8.4
7.921
0.0
7.3
1.5
6.4
7.3
0.0
7.6
6.0
8.506
8.0
8.7
8.0
6.0
0.0
3.0
7.982
8.0
7.9
8.0
7.0
7.0
6.2
8.0
8.0
5.9
3.4
4.9
8.575
8.4
7.5
8.4
9.7
7.7
8.1
6.5
8.447
7.1
8.8
8.533
8.3
8.2
5.2
6.4
7.7
6.9
8.375
4.7
7.0
7.1
6.994
8.3
7.5
7.8
10.0
7.578
7.4
8.3
7.5
6.1
6.8
7.2
0.0
0.0
6.4
8.0
5.5
0.0
7.2
0.0
7.6
7.843
8.4
8.4
7.2
7.2
5.9
6.7
6.5
8.8
6.4
7.4
7.2
0.0
8.12
6.4
7.1
8.2
8.1
7.5
7.5
6.2
6.8
2.0
7.6
6.3
8.2
7.1
8.0
8.0
8.4
6.3
8.196
6.0
6.5
9.5
7.733
7.5
7.2
6.6
7.2
8.3
0.0
6.0
0.0
8.2
7.531
6.0
9.0
8.2
7.4
7.0
7.1
7.571
7.2
7.644
6.8
8.4
6.5
7.7
6.7
6.3
6.0
7.5
5.9
10.0
8.066
7.5
8.2
8.2
8.8
8.1
6.8
6.792
7.4
7.7
8.297
8.48
7.2
6.6
8.1
7.1
6.657
0.0
7.8
5.1
8.0
8.727
7.554
7.49
10.0
0.0
7.4
7.6
7.6
6.2
8.1
6.0
6.8
8.033
6.9
3.4
0.0
7.1
9.0
5.5
1.0
6.2
8.2
8.2
5.0
8.4
6.2
5.5
0.0
4.0
6.0
6.6
7.132
6.8
7.3
5.6
6.9
6.3
0.0
7.4
6.9
7.9
8.2
6.5
8.2
5.7
8.5
7.4
5.8
8.9
8.9
7.7
3.3
6.8
8.0
7.6
8.1
5.7
7.705
8.2
7.4
6.87
6.444
6.6
0.0
7.0
8.1
8.547
8.428
7.3
8.2
7.4
7.4
3.7
4.0
8.3
7.6
7.3
8.3
7.4
6.4
8.3
7.2
6.196
7.0
7.8
7.4
7.1
7.8
7.393
7.9
5.8
7.916
9.1
7.2
6.0
7.25
8.2
8.1
8.032
6.9
7.3
7.8
7.5
6.4
8.8
8.2
6.6
7.0
8.2
0.0
7.7
6.3
6.4
7.2
6.6
7.6
9.0
0.0
8.1
7.7
7.737
7.7
8.287
7.3
8.8
7.4
8.1
6.1
7.2
7.5
6.4
6.927
2.0
0.0
0.0
3.9
7.3
7.0
0.0
0.0
8.5
8.408
2.0
8.1
4.2
7.339
10.0
6.6
8.471
8.0
6.7
6.6
6.2
8.4
0.0
8.22
5.4
7.162
7.921
8.2
7.8
0.0
7.4
0.0
6.7
7.0
7.8
7.917
7.2
6.7
6.2
9.3
8.234
7.6
7.975
8.1
9.0
5.4
7.0
6.5
6.2
8.9
7.2
7.8
7.724
7.2
6.5
7.657
7.0
6.5
6.9
6.5
0.0
8.6
4.3
7.3
8.2
7.156
7.8
4.0
6.8
7.5
0.0
6.9
7.436
7.4
8.6
7.3
0.0
0.0
7.8
7.4
6.9
7.5
7.2
6.3
4.5
6.7
6.8
5.875
0.0
8.133
6.926
7.7
8.1
6.0
9.079
7.824
7.5
0.0
6.6
8.135
6.6
7.9
8.326
4.7
6.0
8.8
7.9
8.5
8.3
7.6
7.5
8.027
0.0
6.0
6.8
7.657
6.6
2.0
7.584
8.6
7.7
7.891
7.119
10.0
7.9
7.9
8.5
8.0
7.0
7.4
10.0
0.0
8.0
7.455
7.5
7.4
8.2
5.7
7.9
7.8
8.283
6.7
7.3
7.3
6.3
7.1
7.246
8.3
7.3
8.1
6.6
7.2
4.3
7.3
8.2
8.067
8.728
7.0
3.8
4.4
6.7
0.0
7.2
7.042
6.9
8.4
8.36
7.5
6.1
7.2
7.3
5.5
7.8
7.4
7.8
0.0
5.1
7.4
7.9
0.0
6.9
8.032
6.9
0.0
4.8
6.9
8.25
8.1
6.9
7.3
8.0
5.7
7.952
6.2
7.5
8.1
8.9
6.3
0.0
7.2
7.9
7.7
5.2
7.49
8.165
6.8
8.4
6.7
7.8
7.6
7.4
7.6
0.0
5.5
8.0
7.0
6.5
8.6
6.8
6.4
7.2
7.2
7.316
5.2
6.5
7.873
4.0
8.0
6.1
7.5
8.0
7.8
3.0
7.8
8.4
0.0
8.0
7.4
7.8
8.339
7.3
6.3
0.0
8.1
8.184
5.3
7.3
8.2
7.7
7.835
6.4
0.0
9.3
6.9
8.3
6.8
6.6
6.4
6.5
5.9
6.9
7.7
7.1
0.0
6.7
8.0
7.366
6.5
7.8
7.4
8.1
3.5
0.0
7.2
7.0
8.7
3.5
7.6
10.0
5.0
7.5
8.0
6.5
7.8
6.8
6.9
6.7
2.7
6.8
0.0
0.0
7.3
7.276
6.0
7.5
6.2
7.2
4.2
8.458
3.2
10.0
5.6
9.0
8.2
7.331
0.0
8.5
5.5
9.4
0.0
8.4
6.6
7.8
7.9
6.5
6.2
6.8
0.0
6.5
6.5
6.3
7.5
7.2
7.5
9.0
5.1
7.7
8.3
6.7
7.3
8.3
7.7
9.0
0.0
8.7
6.0
7.6
7.3
6.5
7.8
0.0
0.0
8.8
8.1
7.7
6.8
6.6
7.0
0.0
6.5
8.207
7.0
7.929
8.553
8.0
7.6
8.1
0.0
7.4
0.0
6.5
6.0
8.0
7.8
8.1
6.9
7.5
0.0
7.3
7.0
5.8
0.0
7.189
7.6
8.3
8.7
7.566
4.2
6.5
7.8
8.2
7.1
6.7
7.7
7.1
6.8
4.0
5.7
4.5
6.7
8.2
6.5
7.911
4.8
5.3
6.0
8.557
6.3
0.0
7.8
7.6
0.0
0.0
8.5
6.899
8.4
6.343
7.1
7.2
10.0
7.0
6.6
7.0
8.2
7.3
8.6
7.0
0.0
6.9
6.5
7.5
8.5
7.02
7.4
6.4
6.0
8.1
6.2
7.8
8.587
8.004
7.8
7.5
7.3
7.638
7.5
7.979
9.1
8.364
7.2
6.6
7.4
7.4
8.3
5.3
7.6
6.0
6.7
7.4
8.544
8.0
0.0
7.762
8.052
5.6
4.3
8.6
8.8
9.3
8.0
7.9
8.1
8.265
6.9
10.0
8.4
6.5
7.6
0.0
7.8
0.0
7.0
7.9
6.5
0.0
6.1
7.0
7.6
7.194
0.0
8.0
6.0
9.0
6.4
7.844
5.0
4.0
6.648
5.6
7.8
7.3
6.6
7.512
5.7
8.92
8.693
7.657
8.125
4.5
10.0
6.2
7.7
7.0
7.6
4.7
8.2
4.3
6.5
4.2
7.0
7.03
7.6
8.0
0.0
6.8
7.5
0.0
7.1
9.333
7.558
7.0
7.0
7.0
10.0
7.709
2.0
4.0
0.0
6.3
7.0
6.2
6.3
6.3
7.8
3.8
6.0
6.93
6.8
8.181
6.3
7.5
9.0
0.0
8.4
7.7
8.0
7.1
9.2
8.8
5.9
6.8
0.0
8.2
8.0
8.1
7.656
4.9
7.8
7.1
8.3
7.4
8.338
7.7
6.8
7.6
6.8
6.8
7.2
6.3
8.4
8.0
8.2
8.7
7.4
7.8
5.3
4.0
4.0
7.965
6.3
7.5
3.0
7.467
7.7
8.136
7.8
7.5
7.6
0.0
7.0
7.6
8.0
6.8
8.145
8.0
7.2
0.0
8.1
6.6
8.246
7.1
8.6
3.5
6.9
7.6
0.0
8.3
6.8
4.5
7.6
8.2
6.8
6.1
7.5
0.0
7.5
7.3
6.5
0.0
7.0
7.8
8.1
5.6
0.0
6.762
0.0
7.276
7.5
7.1
3.1
6.6
7.6
4.8
7.2
7.6
7.5
7.1
7.5
8.5
4.3
0.0
7.7
7.4
0.0
0.0
6.6
7.6
6.7
6.425
8.0
7.793
7.1
8.3
8.2
8.1
4.9
7.4
7.5
7.0
4.0
4.0
5.5
4.0
6.3
0.0
6.7
7.5
6.7
7.961
0.0
7.7
7.395
7.9
5.8
8.7
7.101
7.9
8.5
0.0
5.6
7.5
7.9
7.4
10.0
6.0
6.5
7.594
8.532
7.0
0.0
10.0
7.8
7.7
0.0
5.6
7.1
0.0
7.7
8.539
7.0
7.295
7.5
8.1
7.7
4.8
7.0
7.932
7.1
9.2
8.1
7.7
7.5
7.0
7.7
0.0
7.0
7.7
7.7
9.0
7.687
5.9
6.5
7.3
5.8
7.5
6.8
10.0
5.4
7.2
5.0
8.4
3.2
7.5
7.5
7.8
7.482
8.391
8.088
6.7
7.5
6.9
8.3
8.1
6.3
0.0
7.6
5.2
7.3
6.7
7.399
7.693
2.0
4.0
9.0
8.2
8.0
5.5
8.3
7.0
2.0
2.6
7.9
8.0
7.1
0.0
8.0
7.543
7.1
8.1
5.7
7.4
9.0
7.1
7.3
8.289
7.6
8.3
6.3
7.5
10.0
4.0
7.4
7.0
7.1
8.3
8.3
6.1
7.3
7.3
8.0
8.325
7.347
7.1
6.5
5.9
7.8
5.8
5.7
7.2
6.2
7.4
0.0
7.9
8.2
6.7
7.6
7.391
6.0
0.0
0.0
0.0
7.3
7.8
6.9
7.3
7.764
10.0
5.8
6.8
5.0
8.0
7.1
5.3
8.392
6.0
8.0
7.0
7.4
8.4
7.8
6.3
6.5
7.9
8.4
3.8
7.8
7.3
0.0
7.3
3.0
6.1
7.1
5.5
8.6
8.5
7.3
8.2
7.773
7.2
7.4
8.209
0.0
0.0
5.5
6.0
7.0
5.8
6.9
8.596
6.5
7.316
3.7
5.0
7.2
0.0
7.932
7.5
8.0
8.3
6.8
2.0
7.1
8.093
6.9
8.2
8.5
7.4
8.182
0.0
7.8
8.543
6.4
6.1
7.3
7.0
8.6
7.2
6.5
5.3
7.1
6.0
7.7
7.4
7.224
0.5
3.0
8.0
5.6
0.0
7.4
7.3
6.5
7.1
8.0
6.6
5.5
7.3
7.3
8.4
6.8
8.0
5.7
0.0
7.2
7.2
6.9
5.0
6.9
6.5
6.4
5.6
1.0
8.508
8.484
5.0
0.0
7.874
8.2
7.8
0.0
8.5
6.7
7.0
7.7
8.1
8.758
6.9
8.2
9.7
7.8
8.2
3.4
8.0
7.0
0.0
8.0
5.7
0.0
7.9
0.0
4.0
8.0
0.0
4.4
6.55
6.7
7.0
5.3
6.0
8.236
9.0
8.005
5.8
5.4
7.0
7.817
9.3
6.8
5.0
8.5
7.6
7.764
6.6
6.8
0.0
7.2
7.6
7.5
6.5
7.3
7.713
8.3
7.4
7.494
8.2
8.8
7.0
5.9
4.7
6.1
7.9
5.5
4.4
8.0
7.3
8.5
4.5
6.9
6.3
7.1
6.9
6.8
8.356
6.7
7.0
6.7
7.7
8.424
8.1
6.0
7.724
7.2
10.0
8.0
8.2
6.0
6.1
7.0
7.882
2.6
0.0
0.0
8.5
0.0
9.4
8.0
7.4
7.326
7.3
5.7
7.2
8.2
8.277
7.5
7.069
7.429
6.6
6.0
7.5
7.3
6.6
8.051
7.2
6.1
7.2
8.4
7.9
6.2
4.4
6.4
7.8
9.1
7.2
8.3
7.7
8.583
8.2
5.5
7.7
7.976
5.5
7.0
8.2
8.0
7.0
6.6
6.0
6.7
5.7
0.0
8.3
9.333
6.9
7.0
7.1
6.6
0.0
6.1
5.6
7.3
5.9
5.2
6.5
7.2
7.7
5.8
7.5
5.2
5.8
0.0
8.3
0.0
0.0
7.7
6.0
7.2
6.7
7.0
6.0
6.0
7.6
7.4
7.8
6.7
6.8
7.1
0.0
8.2
7.434
8.2
7.0
8.073
7.953
6.9
7.4
8.4
2.3
7.0
0.0
0.0
7.5
6.0
4.4
5.8
6.9
0.0
5.5
7.613
8.0
8.2
7.7
6.7
8.5
6.1
9.0
6.9
8.1
7.579
8.0
7.2
5.1
6.9
7.911
0.0
6.1
7.7
6.2
0.0
6.6
7.2
8.0
8.079
7.7
7.3
8.4
7.3
6.3
6.3
7.0
7.0
7.6
7.8
7.2
8.3
7.6
7.6
7.5
7.1
0.0
7.0
9.0
9.5
8.0
3.0
4.3
4.9
4.6
7.4
0.0
8.5
4.7
0.0
8.195
0.0
9.0
6.5
0.0
8.0
7.6
8.0
7.5
6.378
7.4
7.0
8.0
4.5
0.0
8.5
6.0
0.0
3.5
4.6
8.583
7.572
7.0
6.1
5.7
5.6
7.996
8.179
7.2
8.9
6.8
6.1
6.8
4.2
7.4
7.439
6.9
7.9
8.1
6.0
0.0
2.0
5.8
7.4
7.4
7.1
8.0
5.1
0.0
6.4
7.5
8.0
6.4
0.0
8.3
6.7
6.5
3.0
7.5
7.3
8.4
5.7
8.282
6.8
7.1
8.16
8.1
7.0
6.2
7.2
7.8
8.0
7.0
8.2
0.0
8.079
5.7
7.9
8.0
7.7
0.0
7.1
6.4
8.2
7.9
7.729
7.746
7.6
6.0
8.6
1.0
7.135
7.7
5.6
5.5
0.0
6.3
6.0
5.1
8.4
8.692
7.4
7.0
8.1
7.189
4.5
6.7
7.384
6.9
7.2
6.989
0.0
7.2
9.1
8.472
8.3
0.0
6.6
5.6
6.7
8.547
6.7
8.3
7.8
6.659
7.7
6.2
7.2
8.0
8.9
6.8
6.0
8.1
10.0
7.2
7.5
6.5
5.9
6.7
5.7
0.0
7.416
7.0
6.5
8.1
8.6
5.0
0.0
7.7
7.0
7.3
7.2
7.0
0.0
8.0
8.9
6.9
8.0
6.6
8.5
6.384
8.5
8.626
7.7
0.0
8.421
4.3
7.5
7.2
7.0
7.2
8.4
8.1
8.5
7.8
5.6
7.5
10.0
0.0
7.5
5.0
10.0
6.0
6.5
5.9
6.8
8.596
7.2
6.3
7.4
7.0
7.0
7.413
7.1
6.2
6.0
0.0
6.8
4.6
8.5
6.0
6.943
6.8
7.6
8.043
7.7
7.3
4.5
5.5
6.0
7.7
7.474
5.7
5.6
3.5
0.0
7.708
7.4
7.5
8.2
7.3
8.2
7.5
8.6
8.0
7.2
0.0
8.0
0.0
8.6
8.1
9.5
8.1
8.0
7.2
7.5
7.977
7.2
7.9
7.5
5.6
8.5
7.1
8.3
7.6
8.5
7.0
4.0
2.5
7.3
8.2
2.0
8.5
6.2
0.0
6.0
8.5
7.8
0.0
4.7
7.0
6.8
5.9
8.0
6.9
6.4
0.0
7.0
6.8
7.9
7.561
6.4
7.1
7.3
6.5
3.0
8.3
7.6
7.5
5.4
8.3
6.6
0.0
7.1
7.0
7.2
8.46
8.4
6.2
8.057
2.6
7.4
7.4
0.0
6.8
8.0
8.0
6.1
6.9
7.7
8.0
7.456
7.8
6.5
6.5
8.5
6.0
6.0
5.5
